timestamp,initial_cash,cash,realized_net_pnl,unrealized_net_pnl,equity,expected_equity,reconciliation_diff,drawdown,open_positions
2026-01-06T13:05:00,100000000.0,56203293.21,6895455.68,696900.0,107891193.21,107592355.68,298837.53,0.0419,0
2026-01-06T13:10:00,100000000.0,56203293.21,6895455.68,1144020.0,108338313.21,108039475.68,298837.53,0.0379,0
2026-01-06T13:15:00,100000000.0,56203293.21,6895455.68,979110.0,108173403.21,107874565.68,298837.53,0.0394,0
2026-01-06T13:20:00,100000000.0,56203293.21,6895455.68,692760.0,107887053.21,107588215.68,298837.53,0.0419,0
2026-01-06T13:25:00,100000000.0,56203293.21,6895455.68,557520.0,107751813.21,107452975.68,298837.53,0.0431,0
2026-01-06T13:30:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T13:35:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T13:40:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T13:45:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T13:50:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T13:55:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:00:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:05:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:10:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:15:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:20:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:25:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:30:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:35:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:40:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:45:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:50:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T14:55:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
2026-01-06T15:00:00,100000000.0,107094860.76,7094860.76,0,107094860.76,107094860.76,0.0,0.0489,0
