TradeID,Symbol,Name,Strategy,TimeHorizon,EntryTime,ExitTime,HoldingMinutes,EntryPrice,ExitPrice,Shares,GrossPnL,Fees,Tax,Slippage,NetPnL,ReturnPct,RMultiple,ExitReason,IsScaleOut
SO_POS_459510_1767324900_11_1767326400,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-02 12:35:00.300000,2026-01-02 13:00:00,25.0,40750.0,41200.0,343,154350.0,4216.33,25436.88,0.0,124696.79,1.10%,1.12,+1R 도달 (30% 익절),True
SO_POS_459510_1767324900_10_1767327300,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-02 12:35:00.300000,2026-01-02 13:15:00,40.0,40650.0,41600.0,240,228000.0,2961.0,17971.2,0.0,207067.8,2.34%,3.17,+2R 도달 (30% 익절),True
SO_POS_459510_1767324900_11_1767327300,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-02 12:35:00.300000,2026-01-02 13:15:00,40.0,40750.0,41600.0,240,204000.0,2964.6,17971.2,0.0,183064.2,2.09%,2.12,+2R 도달 (30% 익절),True
EXIT_POS_459510_1767324900_10,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-02 12:35:00.300000,2026-01-02 14:05:00,90.0,40650.0,41150.0,563,281500.0,6908.01,41701.41,-7319.0,232890.58,1.23%,1.67,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_459510_1767324900_11,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-02 12:35:00.300000,2026-01-02 14:05:00,90.0,40750.0,41150.0,563,225200.0,6916.45,41701.41,-7319.0,176582.14,0.98%,1.0,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_000660_1767330600_12,000660,SK하이닉스,INT_MOMENTUM_IGNITION,INTRADAY,2026-01-02 14:10:00.300000,2026-01-02 14:40:00,30.0,16470.0,16320.0,2522,-378300.0,12404.46,74086.27,0.0,-464790.73,-0.91%,-1.0,"스톱로스 도달 (16,320원)",False
SO_POS_035420_1767332400_13_1767333900,035420,NAVER,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-02 14:40:00.300000,2026-01-02 15:05:00,25.0,54800.0,55800.0,227,227000.0,3765.93,22799.88,0.0,200434.19,1.82%,3.33,+1R 도달 (30% 익절),True
SO_POS_035420_1767332400_14_1767333900,035420,NAVER,INT_ORB_SCALE_OUT,INTRADAY,2026-01-02 14:40:00.300000,2026-01-02 15:05:00,25.0,55000.0,55800.0,227,181600.0,3772.74,22799.88,0.0,155027.38,1.45%,1.6,+1R 도달 (30% 익절),True
EXIT_POS_035420_1767332400_13,035420,NAVER,INT_VWAP_PULLBACK,INTRADAY,2026-01-02 14:40:00.300000,2026-01-02 15:20:00,40.0,54800.0,55700.0,530,477000.0,8784.75,53137.8,7950.0,415077.45,1.64%,3.0,장마감 단타 강제청산 (15:20),False
EXIT_POS_035420_1767332400_14,035420,NAVER,INT_ORB,INTRADAY,2026-01-02 14:40:00.300000,2026-01-02 15:20:00,40.0,55000.0,55700.0,530,371000.0,8800.65,53137.8,7950.0,309061.55,1.27%,1.4,장마감 단타 강제청산 (15:20),False
EXIT_POS_005380_1767318000_5,005380,현대자동차,INT_MOMENTUM_IGNITION,INTRADAY,2026-01-02 10:40:00.300000,2026-01-02 15:20:00,280.0,37550.0,42300.0,496,2356000.0,5940.84,37765.44,27776.0,2312293.72,12.65%,23.75,장마감 단타 강제청산 (15:20),False
EXIT_POS_005380_1767320700_9,005380,현대자동차,INT_VWAP_PULLBACK,INTRADAY,2026-01-02 11:25:00.300000,2026-01-02 15:20:00,235.0,38850.0,42300.0,498,1718100.0,6061.9,37917.72,27888.0,1674120.38,8.88%,9.86,장마감 단타 강제청산 (15:20),False
SO_POS_459510_1767571500_16_1767572400,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-05 09:05:00.300000,2026-01-05 09:20:00,15.0,42100.0,42500.0,291,116400.0,3692.79,22261.5,0.0,90445.71,0.95%,0.67,+1R 도달 (30% 익절),True
EXIT_POS_000660_1767571200_15,000660,SK하이닉스,INT_ORB,INTRADAY,2026-01-05 09:00:00.300000,2026-01-05 09:35:00,35.0,16930.0,16820.0,2675,-294250.0,13542.19,80988.3,18725.0,-388780.49,-0.65%,-0.39,TIME_STOP: 복합 정체 포지션 청산,False
SO_POS_459510_1767571500_16_1767573300,459510,나우로보틱스,INT_ORB_SCALE_OUT,INTRADAY,2026-01-05 09:05:00.300000,2026-01-05 09:35:00,30.0,42100.0,43000.0,204,183600.0,2604.06,15789.6,0.0,165206.34,2.14%,1.5,+2R 도달 (30% 익절),True
EXIT_POS_005930_1767573300_17,005930,삼성전자,INT_ORB,INTRADAY,2026-01-05 09:35:00.300000,2026-01-05 09:45:00,10.0,73500.0,72500.0,537,-537000.0,11760.3,70078.5,0.0,-618838.8,-1.36%,-1.0,"스톱로스 도달 (72,500원)",False
SO_POS_035420_1767573600_18_1767574800,035420,NAVER,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 09:40:00.300000,2026-01-05 10:00:00,20.0,55400.0,56100.0,229,160300.0,3830.02,23124.42,0.0,133345.55,1.26%,1.17,+1R 도달 (30% 익절),True
SO_POS_035420_1767573600_18_1767576300,035420,NAVER,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 09:40:00.300000,2026-01-05 10:25:00,45.0,55400.0,56700.0,161,209300.0,2707.21,16431.66,0.0,190161.12,2.35%,2.17,+2R 도달 (30% 익절),True
EXIT_POS_005930_1767574500_19,005930,삼성전자,INT_ORB,INTRADAY,2026-01-05 09:55:00.300000,2026-01-05 10:40:00,45.0,72000.0,71500.0,444,-222000.0,9557.1,57142.8,11100.0,-288699.9,-0.69%,-0.36,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_459510_1767571500_16,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-05 09:05:00.300000,2026-01-05 10:50:00,105.0,42100.0,42200.0,477,47700.0,6031.66,36232.92,-8586.0,5435.42,0.24%,0.17,Trailing Stop / EMA9 이탈 청산,False
SO_POS_005930_1767577800_20_1767578700,005930,삼성전자,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:05:00,15.0,72100.0,73200.0,178,195800.0,3879.51,23453.28,0.0,168467.21,1.53%,2.2,+1R 도달 (30% 익절),True
SO_POS_005930_1767577800_21_1767578700,005930,삼성전자,INT_ORB_SCALE_OUT,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:05:00,15.0,72300.0,73200.0,178,160200.0,3884.85,23453.28,0.0,132861.87,1.24%,1.29,+1R 도달 (30% 익절),True
SO_POS_005930_1767577800_20_1767580500,005930,삼성전자,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:35:00,45.0,72100.0,74000.0,124,235600.0,2717.46,16516.8,0.0,216365.74,2.64%,3.8,+2R 도달 (30% 익절),True
SO_POS_005930_1767577800_21_1767580500,005930,삼성전자,INT_ORB_SCALE_OUT,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:35:00,45.0,72300.0,74000.0,124,210800.0,2721.18,16516.8,0.0,191562.02,2.35%,2.43,+2R 도달 (30% 익절),True
EXIT_POS_005930_1767577800_20,005930,삼성전자,INT_VWAP_PULLBACK,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:50:00,60.0,72100.0,72500.0,292,116800.0,6333.48,38106.0,5256.0,72360.52,0.55%,0.8,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_005930_1767577800_21,005930,삼성전자,INT_ORB,INTRADAY,2026-01-05 10:50:00.300000,2026-01-05 11:50:00,60.0,72300.0,72500.0,292,58400.0,6342.24,38106.0,5256.0,13951.76,0.28%,0.29,Trailing Stop / EMA9 이탈 청산,False
SO_POS_000660_1767581400_23_1767582300,000660,SK하이닉스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 11:50:00.300000,2026-01-05 12:05:00,15.0,16860.0,17100.0,736,176640.0,3749.18,22654.08,0.0,150236.74,1.42%,1.33,+1R 도달 (30% 익절),True
SO_POS_000660_1767580800_22_1767582600,000660,SK하이닉스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 11:40:00.300000,2026-01-05 12:10:00,30.0,16910.0,17120.0,741,155610.0,3782.43,22834.66,0.0,128992.91,1.24%,1.0,+1R 도달 (30% 익절),True
SO_POS_000660_1767580800_22_1767582900,000660,SK하이닉스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 11:40:00.300000,2026-01-05 12:15:00,35.0,16910.0,17330.0,519,217980.0,2665.58,16189.69,0.0,199124.73,2.48%,2.0,+2R 도달 (30% 익절),True
SO_POS_000660_1767581400_23_1767582900,000660,SK하이닉스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-05 11:50:00.300000,2026-01-05 12:15:00,25.0,16860.0,17310.0,515,231750.0,2639.63,16046.37,0.0,213064.0,2.67%,2.5,+2R 도달 (30% 익절),True
EXIT_POS_035420_1767573600_18,035420,NAVER,INT_VWAP_PULLBACK,INTRADAY,2026-01-05 09:40:00.300000,2026-01-05 12:45:00,185.0,55400.0,57700.0,376,864800.0,6378.84,39051.36,-15416.0,819369.8,4.15%,3.83,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_005930_1767585000_24,005930,삼성전자,INT_ORB,INTRADAY,2026-01-05 12:50:00.300000,2026-01-05 13:25:00,35.0,74000.0,73400.0,552,-331200.0,12204.72,72930.24,-1104.0,-416334.96,-0.81%,-0.75,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_005930_1767587700_25,005930,삼성전자,INT_ORB,INTRADAY,2026-01-05 13:35:00.300000,2026-01-05 13:55:00,20.0,73600.0,71700.0,506,-961400.0,11028.27,65304.36,0.0,-1037732.63,-2.58%,-1.0,"스톱로스 도달 (71,700원)",False
EXIT_POS_000660_1767580800_22,000660,SK하이닉스,INT_VWAP_PULLBACK,INTRADAY,2026-01-05 11:40:00.300000,2026-01-05 15:20:00,220.0,16910.0,18540.0,1211,1973930.0,6439.49,40413.49,128366.0,1927077.02,9.64%,7.76,장마감 단타 강제청산 (15:20),False
EXIT_POS_000660_1767581400_23,000660,SK하이닉스,INT_VWAP_PULLBACK,INTRADAY,2026-01-05 11:50:00.300000,2026-01-05 15:20:00,210.0,16860.0,18540.0,1204,2022720.0,6393.24,40179.89,127624.0,1976146.87,9.96%,9.33,장마감 단타 강제청산 (15:20),False
SO_POS_005930_1767657900_26_1767658800,005930,삼성전자,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-06 09:05:00.300000,2026-01-06 09:20:00,15.0,73300.0,74700.0,151,211400.0,3352.2,20303.46,0.0,187744.34,1.91%,2.0,+1R 도달 (30% 익절),True
EXIT_POS_459510_1767657900_27,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 09:05:00.300000,2026-01-06 09:40:00,35.0,41100.0,41050.0,854,-42700.0,10523.41,63102.06,1708.0,-116325.48,-0.12%,-0.11,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_459510_1767657900_28,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-06 09:05:00.300000,2026-01-06 09:40:00,35.0,41150.0,41050.0,854,-85400.0,10529.82,63102.06,1708.0,-159031.88,-0.24%,-0.2,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_005930_1767657900_26,005930,삼성전자,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 09:05:00.300000,2026-01-06 10:15:00,70.0,73300.0,73700.0,353,141200.0,7783.65,46828.98,10590.0,86587.37,0.55%,0.57,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_459510_1767660000_30,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-06 09:40:00.300000,2026-01-06 10:15:00,35.0,41300.0,41050.0,860,-215000.0,10623.15,63545.4,4300.0,-289168.55,-0.61%,-0.38,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_459510_1767660000_29,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 09:40:00.300000,2026-01-06 10:35:00,55.0,41200.0,41200.0,860,0.0,10629.6,63777.6,-16340.0,-74407.2,0.00%,0.0,TIME_STOP: 복합 정체 포지션 청산,False
SO_POS_068270_1767663600_32_1767664200,068270,셀트리온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-06 10:40:00.300000,2026-01-06 10:50:00,10.0,75000.0,75700.0,207,144900.0,4679.23,28205.82,0.0,112014.95,0.93%,1.0,+1R 도달 (30% 익절),True
EXIT_POS_459510_1767663000_31,459510,나우로보틱스,INT_ORB,INTRADAY,2026-01-06 10:30:00.300000,2026-01-06 10:55:00,25.0,41550.0,40850.0,1009,-706300.0,12471.24,74191.77,0.0,-792963.01,-1.68%,-1.0,"스톱로스 도달 (40,850원)",False
EXIT_POS_068270_1767663600_32,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 10:40:00.300000,2026-01-06 11:05:00,25.0,75000.0,75000.0,483,0.0,10867.5,65205.0,0.0,-76072.5,0.00%,0.0,"스톱로스 도달 (75,000원)",False
EXIT_POS_068270_1767665100_33,068270,셀트리온,INT_ORB,INTRADAY,2026-01-06 11:05:00.300000,2026-01-06 11:30:00,25.0,76000.0,74200.0,552,-993600.0,12436.56,73725.12,0.0,-1079761.68,-2.37%,-1.0,"스톱로스 도달 (74,200원)",False
EXIT_POS_068270_1767665400_34,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 11:10:00.300000,2026-01-06 11:30:00,20.0,75100.0,74400.0,549,-384300.0,12311.32,73522.08,0.0,-470133.41,-0.93%,-1.0,"스톱로스 도달 (74,400원)",False
EXIT_POS_005930_1767667200_35,005930,삼성전자,INT_ORB,INTRADAY,2026-01-06 11:40:00.300000,2026-01-06 12:10:00,30.0,74600.0,73200.0,492,-688800.0,10907.64,64825.92,0.0,-764533.56,-1.88%,-1.0,"스톱로스 도달 (73,200원)",False
SO_POS_068270_1767667200_36_1767669000,068270,셀트리온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-06 11:40:00.300000,2026-01-06 12:10:00,30.0,73800.0,75100.0,147,191100.0,3283.24,19871.46,0.0,167945.3,1.76%,1.86,+1R 도달 (30% 익절),True
SO_POS_068270_1767667200_37_1767669000,068270,셀트리온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-06 11:40:00.300000,2026-01-06 12:10:00,30.0,74000.0,75100.0,147,161700.0,3287.65,19871.46,0.0,138540.89,1.49%,1.22,+1R 도달 (30% 익절),True
EXIT_POS_068270_1767669000_38,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 12:10:00.300000,2026-01-06 12:45:00,35.0,74800.0,74200.0,453,-271800.0,10124.55,60502.68,0.0,-342427.23,-0.80%,-1.0,"스톱로스 도달 (74,200원)",False
EXIT_POS_068270_1767669000_39,068270,셀트리온,INT_ORB,INTRADAY,2026-01-06 12:10:00.300000,2026-01-06 12:45:00,35.0,74900.0,74200.0,453,-317100.0,10131.34,60502.68,0.0,-387734.02,-0.93%,-1.0,"스톱로스 도달 (74,200원)",False
EXIT_POS_068270_1767667200_36,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-06 11:40:00.300000,2026-01-06 13:30:00,110.0,73800.0,73800.0,345,0.0,7638.3,45829.8,0.0,-53468.1,0.00%,0.0,"스톱로스 도달 (73,800원)",False
EXIT_POS_068270_1767667200_37,068270,셀트리온,INT_ORB,INTRADAY,2026-01-06 11:40:00.300000,2026-01-06 13:30:00,110.0,74000.0,74000.0,345,0.0,7659.0,45954.0,0.0,-53613.0,0.00%,0.0,"스톱로스 도달 (74,000원)",False
SO_POS_068270_1767744000_40_1767747000,068270,셀트리온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 09:50:00,50.0,75300.0,76800.0,160,240000.0,3650.4,22118.4,0.0,214231.2,1.99%,3.75,+1R 도달 (30% 익절),True
SO_POS_068270_1767744000_41_1767747000,068270,셀트리온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 09:50:00,50.0,75400.0,76800.0,160,224000.0,3652.8,22118.4,0.0,198228.8,1.86%,2.8,+1R 도달 (30% 익절),True
EXIT_POS_068270_1767747900_42,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-07 10:05:00.300000,2026-01-07 10:40:00,35.0,76000.0,76200.0,490,98000.0,11186.7,67208.4,6370.0,19604.9,0.26%,0.33,TIME_STOP: 복합 정체 포지션 청산,False
EXIT_POS_068270_1767747900_43,068270,셀트리온,INT_ORB,INTRADAY,2026-01-07 10:05:00.300000,2026-01-07 10:40:00,35.0,76100.0,76200.0,490,49000.0,11194.05,67208.4,6370.0,-29402.45,0.13%,0.14,TIME_STOP: 복합 정체 포지션 청산,False
SO_POS_068270_1767744000_40_1767752100,068270,셀트리온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 11:15:00,135.0,75300.0,77800.0,112,280000.0,2572.08,15684.48,0.0,261743.44,3.32%,6.25,+2R 도달 (30% 익절),True
SO_POS_068270_1767744000_41_1767752100,068270,셀트리온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 11:15:00,135.0,75400.0,77800.0,112,268800.0,2573.76,15684.48,0.0,250541.76,3.18%,4.8,+2R 도달 (30% 익절),True
SO_POS_459510_1767750900_44_1767756000,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-07 10:55:00.300000,2026-01-07 12:20:00,85.0,40900.0,41600.0,271,189700.0,3353.62,20292.48,0.0,166053.89,1.71%,1.75,+1R 도달 (30% 익절),True
SO_POS_459510_1767750900_44_1767757800,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-07 10:55:00.300000,2026-01-07 12:50:00,115.0,40900.0,42200.0,190,247000.0,2368.35,14432.4,0.0,230199.25,3.18%,3.25,+2R 도달 (30% 익절),True
SO_POS_459510_1767759000_45_1767760200,459510,나우로보틱스,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-07 13:10:00.300000,2026-01-07 13:30:00,20.0,42100.0,42600.0,333,166500.0,4230.76,25534.44,0.0,136734.79,1.19%,1.11,+1R 도달 (30% 익절),True
EXIT_POS_459510_1767759000_45,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-07 13:10:00.300000,2026-01-07 13:45:00,35.0,42100.0,42100.0,778,0.0,9826.14,58956.84,0.0,-68782.98,0.00%,0.0,"스톱로스 도달 (42,100원)",False
EXIT_POS_462310_1767761100_46,462310,뉴키즈온,INT_ORB,INTRADAY,2026-01-07 13:45:00.300000,2026-01-07 14:20:00,35.0,52300.0,52000.0,619,-185700.0,9684.25,57938.4,4333.0,-253322.65,-0.57%,-0.3,TIME_STOP: 복합 정체 포지션 청산,False
SO_POS_462310_1767763200_47_1767764400,462310,뉴키즈온,INT_ORB_SCALE_OUT,INTRADAY,2026-01-07 14:20:00.300000,2026-01-07 14:40:00,20.0,52300.0,52800.0,208,104000.0,3279.12,19768.32,0.0,80952.56,0.96%,0.5,+1R 도달 (30% 익절),True
EXIT_POS_462310_1767763200_47,462310,뉴키즈온,INT_ORB,INTRADAY,2026-01-07 14:20:00.300000,2026-01-07 15:00:00,40.0,52300.0,52300.0,487,0.0,7641.03,45846.18,0.0,-53487.21,0.00%,0.0,"스톱로스 도달 (52,300원)",False
EXIT_POS_459510_1767750900_44,459510,나우로보틱스,INT_VWAP_PULLBACK,INTRADAY,2026-01-07 10:55:00.300000,2026-01-07 15:10:00,255.0,40900.0,42350.0,444,643800.0,5544.45,33846.12,-10212.0,604409.43,3.55%,3.62,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_068270_1767744000_40,068270,셀트리온,INT_VWAP_PULLBACK,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 15:20:00,380.0,75300.0,79100.0,263,999400.0,6091.08,37445.94,28930.0,955862.98,5.05%,9.5,장마감 단타 강제청산 (15:20),False
EXIT_POS_068270_1767744000_41,068270,셀트리온,INT_ORB,INTRADAY,2026-01-07 09:00:00.300000,2026-01-07 15:20:00,380.0,75400.0,79100.0,263,973100.0,6095.02,37445.94,28930.0,929559.03,4.91%,7.4,장마감 단타 강제청산 (15:20),False
SO_POS_462310_1767831000_48_1767833400,462310,뉴키즈온,INT_MOMENTUM_IGNITION_SCALE_OUT,INTRADAY,2026-01-08 09:10:00.300000,2026-01-08 09:50:00,40.0,53000.0,54300.0,207,269100.0,3331.66,20232.18,0.0,245536.16,2.45%,13.0,+1R 도달 (30% 익절),True
SO_POS_462310_1767832800_49_1767833400,462310,뉴키즈온,INT_VWAP_PULLBACK_SCALE_OUT,INTRADAY,2026-01-08 09:40:00.300000,2026-01-08 09:50:00,10.0,53600.0,54300.0,237,165900.0,3835.84,23164.38,0.0,138899.77,1.31%,1.17,+1R 도달 (30% 익절),True
EXIT_POS_462310_1767831000_48,462310,뉴키즈온,INT_MOMENTUM_IGNITION,INTRADAY,2026-01-08 09:10:00.300000,2026-01-08 10:30:00,80.0,53000.0,53700.0,485,339500.0,7762.42,46880.1,-7760.0,284857.48,1.32%,7.0,Trailing Stop / EMA9 이탈 청산,False
EXIT_POS_462310_1767832800_49,462310,뉴키즈온,INT_VWAP_PULLBACK,INTRADAY,2026-01-08 09:40:00.300000,2026-01-08 10:30:00,50.0,53600.0,53600.0,556,0.0,8940.48,53642.88,0.0,-62583.36,0.00%,0.0,"스톱로스 도달 (53,600원)",False
