Timestamp,Symbol,Name,Strategy,Score,PTarget,ExpectedNetR,Decision,Reason,RefPrice,MFE,MAE,ReturnPct,ReachedTarget1R,ReachedStop
2026-01-02T09:05:00,459510,나우로보틱스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),39786,+2.87%,-0.27%,+1.78%,False,False
2026-01-02T09:05:00,462310,뉴키즈온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),50720,+0.27%,-5.74%,-4.71%,False,False
2026-01-02T09:05:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),71773,+2.13%,-0.38%,+1.50%,False,False
2026-01-02T09:05:00,005380,현대자동차,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),36355,+7.69%,-0.03%,+7.32%,False,False
2026-01-02T09:10:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69520,+4.31%,-0.47%,+3.73%,False,False
2026-01-02T09:10:00,000660,SK하이닉스,INT_BREAKOUT,70.0,0.55,0.405,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.550 < 0.60; Edge 0.100 < 0.25,16190,+1.11%,-3.27%,-1.07%,False,True
2026-01-02T09:10:00,035420,NAVER,NONE,45.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),53954,+1.95%,-0.90%,+1.89%,False,False
2026-01-02T09:10:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),62864,+2.53%,-2.58%,+2.31%,False,False
2026-01-02T09:10:00,459510,나우로보틱스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),39775,+2.90%,-0.25%,+1.52%,False,False
2026-01-02T09:10:00,462310,뉴키즈온,NONE,45.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),50281,+0.29%,-4.92%,-3.88%,False,False
2026-01-02T09:10:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),71910,+1.93%,-0.57%,+1.48%,False,False
2026-01-02T09:10:00,005380,현대자동차,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),36524,+7.20%,-0.31%,+6.91%,False,False
2026-01-02T09:15:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69447,+4.42%,-0.37%,+3.78%,False,False
2026-01-02T09:15:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16242,+0.79%,-3.58%,-0.66%,False,False
2026-01-02T09:15:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54140,+1.91%,-1.24%,+1.75%,False,False
2026-01-02T09:15:00,035720,카카오,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),63263,+2.38%,-3.19%,+2.01%,False,False
2026-01-02T09:15:00,459510,나우로보틱스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),39856,+2.69%,-0.01%,+0.99%,False,False
2026-01-02T09:15:00,462310,뉴키즈온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),49938,+0.20%,-4.27%,-3.37%,False,False
2026-01-02T09:15:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72139,+1.61%,-0.89%,+1.38%,False,False
2026-01-02T09:15:00,005380,현대자동차,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),36676,+7.47%,-0.23%,+7.05%,False,False
2026-01-02T09:20:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69403,+4.49%,-0.13%,+4.09%,False,False
2026-01-02T09:20:00,000660,SK하이닉스,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16251,+0.73%,-3.63%,-1.58%,False,False
2026-01-02T09:20:00,035420,NAVER,NONE,45.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54493,+1.46%,-1.88%,+0.21%,False,False
2026-01-02T09:20:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),63183,+2.51%,-3.07%,+1.46%,False,False
2026-01-02T09:20:00,459510,나우로보틱스,INT_BREAKOUT,73.0,0.565,0.0605,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.565 < 0.60; Edge 0.130 < 0.25; E[Net R] +0.061R < 0.15R,40250,+1.68%,-0.78%,-0.08%,True,False
2026-01-02T09:20:00,462310,뉴키즈온,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),49465,+0.31%,-3.35%,-2.11%,False,False
2026-01-02T09:20:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),71920,+2.05%,-0.59%,+1.91%,False,False
2026-01-02T09:20:00,005380,현대자동차,INT_VWAP_PULLBACK,93.0,0.665,0.533,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(33,501,012원) > 가용현금(-26,939,678원) (부족: 60,440,690원)",36750,+7.25%,-0.29%,+6.70%,True,False
2026-01-02T09:20:00,005380,현대자동차,INT_ORB,93.0,0.665,0.533,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(41,876,264원) > 가용현금(-26,939,678원) (부족: 68,815,942원)",36750,+7.25%,-0.29%,+6.70%,True,False
2026-01-02T09:25:00,005930,삼성전자,INT_VWAP_PULLBACK,90.0,0.65,0.2468,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(58,070,221원) > 가용현금(-26,939,678원) (부족: 85,009,899원)",69500,+4.34%,-0.27%,+3.38%,True,False
2026-01-02T09:25:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16246,+0.76%,-3.60%,-1.22%,False,False
2026-01-02T09:25:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54392,+1.65%,-1.70%,-0.05%,False,False
2026-01-02T09:25:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),62888,+2.99%,-2.62%,+2.01%,False,False
2026-01-02T09:25:00,459510,나우로보틱스,INT_ORB,83.0,0.615,0.2653,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(55,894,996원) > 가용현금(-26,939,678원) (부족: 82,834,674원)",40150,+1.94%,-0.53%,+0.67%,True,False
2026-01-02T09:25:00,462310,뉴키즈온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),49557,+0.12%,-3.53%,-1.47%,False,False
2026-01-02T09:25:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),71815,+2.35%,-0.44%,+2.18%,False,False
2026-01-02T09:25:00,005380,현대자동차,INT_MOMENTUM_IGNITION,83.0,0.615,0.3948,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(42,161,137원) > 가용현금(-26,939,678원) (부족: 69,100,815원)",37000,+6.53%,-0.58%,+6.44%,True,False
2026-01-02T09:25:00,005380,현대자동차,INT_ORB,83.0,0.615,0.3948,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(42,161,137원) > 가용현금(-26,939,678원) (부족: 69,100,815원)",37000,+6.53%,-0.58%,+6.44%,True,False
2026-01-02T09:30:00,005930,삼성전자,INT_VWAP_PULLBACK,80.0,0.6,0.1128,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(58,362,711원) > 가용현금(-26,939,678원) (부족: 85,302,389원)",69600,+4.19%,-0.41%,+3.27%,True,False
2026-01-02T09:30:00,000660,SK하이닉스,NONE,30.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16308,+0.38%,-3.97%,-1.52%,False,False
2026-01-02T09:30:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54126,+2.14%,-1.21%,+0.77%,False,False
2026-01-02T09:30:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),62521,+3.59%,-2.04%,+2.56%,False,False
2026-01-02T09:30:00,459510,나우로보틱스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40097,+2.07%,-0.23%,+0.26%,False,False
2026-01-02T09:30:00,462310,뉴키즈온,NONE,50.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),49090,+0.51%,-2.61%,-1.25%,False,False
2026-01-02T09:30:00,068270,셀트리온,INT_VWAP_PULLBACK,75.0,0.575,0.2109,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.575 < 0.60; Edge 0.150 < 0.25,72000,+2.25%,-0.70%,+1.53%,True,False
2026-01-02T09:30:00,005380,현대자동차,INT_ORB,83.0,0.615,0.4323,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(51,601,269원) > 가용현금(-26,939,678원) (부족: 78,540,947원)",36900,+7.49%,-0.31%,+7.06%,True,False
2026-01-02T09:35:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69739,+3.98%,-0.61%,+2.33%,False,False
2026-01-02T09:35:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16309,+0.37%,-3.97%,-2.05%,False,False
2026-01-02T09:35:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54329,+1.76%,-1.58%,+0.62%,False,False
2026-01-02T09:35:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),62044,+4.39%,-1.29%,+3.77%,False,False
2026-01-02T09:35:00,459510,나우로보틱스,INT_ORB,83.0,0.615,0.2696,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(63,176,913원) > 가용현금(-26,939,678원) (부족: 90,116,591원)",40150,+1.94%,-0.36%,+0.23%,True,False
2026-01-02T09:35:00,462310,뉴키즈온,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48474,+1.78%,-1.38%,-0.20%,False,False
2026-01-02T09:35:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),71975,+2.29%,-0.66%,+0.24%,False,False
2026-01-02T09:35:00,005380,현대자동차,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),36989,+7.23%,-0.44%,+6.89%,False,False
2026-01-02T09:40:00,005930,삼성전자,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),70228,+3.26%,-1.30%,+1.27%,False,False
2026-01-02T09:40:00,000660,SK하이닉스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16348,+0.13%,-4.20%,-2.29%,False,False
2026-01-02T09:40:00,035420,NAVER,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54420,+1.59%,-1.75%,-0.13%,False,False
2026-01-02T09:40:00,035720,카카오,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61951,+4.55%,-1.14%,+3.90%,False,False
2026-01-02T09:40:00,459510,나우로보틱스,NONE,50.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (LOW_SCORE (39.6<60); LOW_SCORE (33.6<60)),40525,+0.99%,-1.28%,-0.58%,False,False
2026-01-02T09:40:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48733,+1.24%,-2.14%,-1.86%,False,False
2026-01-02T09:40:00,068270,셀트리온,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72548,+1.48%,-1.45%,-0.30%,False,False
2026-01-02T09:40:00,005380,현대자동차,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),36993,+7.21%,-0.45%,+6.92%,False,False
2026-01-02T09:45:00,005930,삼성전자,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),70146,+3.38%,-1.18%,+1.49%,False,False
2026-01-02T09:45:00,000660,SK하이닉스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16317,+0.32%,-4.02%,-1.90%,False,False
2026-01-02T09:45:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54138,+2.12%,-1.24%,+1.09%,False,False
2026-01-02T09:45:00,035720,카카오,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61599,+5.14%,-0.58%,+3.50%,False,False
2026-01-02T09:45:00,459510,나우로보틱스,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40664,+0.65%,-1.62%,-0.40%,False,False
2026-01-02T09:45:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48653,+1.41%,-2.08%,-1.42%,False,False
2026-01-02T09:45:00,068270,셀트리온,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),73027,+0.81%,-2.10%,-1.57%,False,False
2026-01-02T09:45:00,005380,현대자동차,INT_ORB,73.0,0.565,0.2245,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.565 < 0.60; Edge 0.130 < 0.25,36950,+8.02%,-0.33%,+7.95%,True,False
2026-01-02T09:50:00,005930,삼성전자,INT_ORB,73.0,0.565,0.0317,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.565 < 0.60; Edge 0.130 < 0.25; E[Net R] +0.032R < 0.15R; Expected Net R 과소 (+0.032R < +0.05R),70200,+3.30%,-1.26%,+1.53%,True,True
2026-01-02T09:50:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16198,+0.99%,-3.32%,-1.57%,False,False
2026-01-02T09:50:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54136,+2.13%,-1.23%,+0.49%,False,False
2026-01-02T09:50:00,035720,카카오,INT_VWAP_PULLBACK,75.0,0.575,0.3722,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.575 < 0.60; Edge 0.150 < 0.25,61900,+4.63%,-1.06%,+2.44%,True,False
2026-01-02T09:50:00,459510,나우로보틱스,NONE,35.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40784,+0.23%,-1.91%,-0.47%,False,False
2026-01-02T09:50:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48287,+2.18%,-1.47%,-1.11%,False,False
2026-01-02T09:50:00,068270,셀트리온,NONE,25.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72836,+1.08%,-1.84%,-0.74%,False,False
2026-01-02T09:50:00,005380,현대자동차,NONE,55.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (LOW_SCORE (42.0<60); LOW_SCORE (36.0<60)),37492,+6.83%,-1.03%,+6.77%,False,False
2026-01-02T09:55:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69580,+4.22%,-0.11%,+2.28%,False,False
2026-01-02T09:55:00,000660,SK하이닉스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16273,+0.53%,-3.76%,-2.06%,False,False
2026-01-02T09:55:00,035420,NAVER,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54399,+1.63%,-1.71%,+0.03%,False,False
2026-01-02T09:55:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),62065,+4.35%,-1.32%,+2.10%,False,False
2026-01-02T09:55:00,459510,나우로보틱스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40581,+0.57%,-1.42%,+0.39%,False,False
2026-01-02T09:55:00,462310,뉴키즈온,NONE,30.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48036,+2.71%,-0.96%,-0.60%,False,False
2026-01-02T09:55:00,068270,셀트리온,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72925,+0.96%,-1.96%,-0.37%,False,False
2026-01-02T09:55:00,005380,현대자동차,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),37239,+8.08%,-0.36%,+7.96%,False,False
2026-01-02T10:00:00,005930,삼성전자,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),69816,+3.87%,-0.40%,+1.35%,False,False
2026-01-02T10:00:00,000660,SK하이닉스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16325,+0.21%,-4.07%,-2.17%,False,False
2026-01-02T10:00:00,035420,NAVER,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54304,+1.81%,-1.54%,+0.25%,False,False
2026-01-02T10:00:00,035720,카카오,NONE,30.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61459,+5.38%,-0.35%,+3.15%,False,False
2026-01-02T10:00:00,459510,나우로보틱스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40540,+0.67%,-1.32%,+0.32%,False,False
2026-01-02T10:00:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),47913,+2.97%,-0.70%,-0.08%,False,False
2026-01-02T10:00:00,068270,셀트리온,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),73021,+0.82%,-2.09%,-0.82%,False,False
2026-01-02T10:00:00,005380,현대자동차,INT_VWAP_PULLBACK,71.0,0.555,0.2958,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.555 < 0.60; Edge 0.110 < 0.25,37350,+7.94%,-0.26%,+7.25%,True,False
2026-01-02T10:05:00,005930,삼성전자,INT_VWAP_PULLBACK,63.0,0.515,-0.0156,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.515 < 0.60; Edge 0.030 < 0.25; E[Net R] -0.016R < 0.15R; Expected Net R 과소 (-0.016R < +0.05R),70000,+3.60%,-0.31%,+2.01%,True,False
2026-01-02T10:05:00,000660,SK하이닉스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16279,+0.12%,-3.80%,-1.57%,False,False
2026-01-02T10:05:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54019,+2.35%,-1.02%,+0.84%,False,False
2026-01-02T10:05:00,035720,카카오,NONE,50.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (LOW_SCORE (42.0<60); LOW_SCORE (36.0<60)),61978,+4.50%,-0.88%,+1.73%,False,False
2026-01-02T10:05:00,459510,나우로보틱스,NONE,30.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40158,+1.73%,-0.38%,+1.55%,False,False
2026-01-02T10:05:00,462310,뉴키즈온,INT_VWAP_PULLBACK,90.0,0.65,0.6152,NO_TRADE,"INSUFFICIENT_CASH: INSUFFICIENT_CASH: 필요금액(30,787,099원) > 가용현금(24,884,966원) (부족: 5,902,132원)",48300,+2.15%,-1.71%,-1.34%,True,True
2026-01-02T10:05:00,068270,셀트리온,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72757,+1.19%,-1.73%,-0.17%,False,False
2026-01-02T10:05:00,005380,현대자동차,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),37503,+7.50%,-0.58%,+6.23%,False,False
2026-01-02T10:10:00,005930,삼성전자,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),70109,+3.44%,-0.46%,+1.64%,False,False
2026-01-02T10:10:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16232,+0.10%,-3.52%,-1.20%,False,False
2026-01-02T10:10:00,035420,NAVER,INT_VWAP_PULLBACK,60.0,0.5,0.0313,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.500 < 0.60; Edge 0.000 < 0.25; E[Net R] +0.031R < 0.15R; Expected Net R 과소 (+0.031R < +0.05R),54300,+1.82%,-1.53%,+0.36%,True,True
2026-01-02T10:10:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61997,+4.47%,-0.91%,+1.30%,False,False
2026-01-02T10:10:00,459510,나우로보틱스,NONE,40.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (LOW_SCORE (39.6<60); LOW_SCORE (33.6<60)),40643,+0.52%,-1.57%,-0.09%,False,False
2026-01-02T10:10:00,462310,뉴키즈온,INT_VWAP_PULLBACK,75.0,0.575,0.3985,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.575 < 0.60; Edge 0.150 < 0.25,48500,+1.73%,-2.11%,-1.84%,True,True
2026-01-02T10:10:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72444,+1.63%,-1.31%,+0.38%,False,False
2026-01-02T10:10:00,005380,현대자동차,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),37501,+7.51%,-0.57%,+6.12%,False,False
2026-01-02T10:15:00,005930,삼성전자,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),70402,+3.01%,-0.88%,+1.41%,False,False
2026-01-02T10:15:00,000660,SK하이닉스,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16190,+0.36%,-3.27%,-1.07%,False,False
2026-01-02T10:15:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),54027,+2.33%,-1.03%,+0.23%,False,False
2026-01-02T10:15:00,035720,카카오,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61994,+4.47%,-0.90%,+1.57%,False,False
2026-01-02T10:15:00,459510,나우로보틱스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40516,+0.90%,-1.26%,+0.55%,False,False
2026-01-02T10:15:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48358,+2.03%,-1.83%,-1.67%,False,False
2026-01-02T10:15:00,068270,셀트리온,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72305,+1.82%,-1.12%,-0.34%,False,False
2026-01-02T10:15:00,005380,현대자동차,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),37408,+7.77%,-0.31%,+5.97%,False,False
2026-01-02T10:20:00,005930,삼성전자,INT_ORB,76.0,0.58,0.2969,NO_TRADE,GATEKEEPER_REJECT: P(Target) 0.580 < 0.60; Edge 0.160 < 0.25,70600,+2.72%,-1.16%,+1.43%,True,True
2026-01-02T10:20:00,000660,SK하이닉스,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),16147,+0.29%,-3.01%,-1.34%,False,False
2026-01-02T10:20:00,035420,NAVER,NONE,20.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),53975,+2.43%,-0.94%,+0.54%,False,False
2026-01-02T10:20:00,035720,카카오,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),61650,+5.06%,-0.35%,+1.59%,False,False
2026-01-02T10:20:00,459510,나우로보틱스,NONE,10.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),40520,+1.05%,-1.27%,+1.00%,False,False
2026-01-02T10:20:00,462310,뉴키즈온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),48238,+2.28%,-2.06%,-1.70%,False,False
2026-01-02T10:20:00,068270,셀트리온,NONE,15.0,0.0,0.0,NO_TRADE,NO_SETUP_MATCH (NO_SETUP),72135,+2.06%,-0.88%,+1.02%,False,False
