trade_id,symbol,entry_time,entry_price,initial_qty,initial_stop,initial_risk_per_share,initial_risk_amount,entry_notional,exit_notional,scale_out_qty,scale_out_price,scale_out_pnl,target2_qty,target2_price,target2_pnl,final_exit_qty,final_exit_price,final_exit_pnl,benchmark_gross_pnl,slippage_cost,slippage_adjustment,gross_pnl,commission,tax,net_pnl,trade_r,is_outlier
POS_035420_1767332400_13,035420,2026-01-02T14:40:00.300000,54800.0,757,54500.0,300.0,227100.0,41483600.0,42187600.0,227,55800.0,227000.0,0,0.0,0.0,530,55700.0,477000.0,711950.0,7950.0,-7950.0,704000.0,12550.679999999998,75937.68,615511.6399999999,2.7103,False
POS_035420_1767332400_14,035420,2026-01-02T14:40:00.300000,55000.0,757,54500.0,500.0,378500.0,41635000.0,42187600.0,227,55800.0,181600.0,0,0.0,0.0,530,55700.0,371000.0,560550.0,7950.0,-7950.0,552600.0,12573.39,75937.68,464088.93,1.2261,False
POS_005380_1767318000_5,005380,2026-01-02T10:40:00.300000,37550.0,1011,37350.0,200.0,202200.0,37963050.0,40785550.0,303,38250.0,212100.0,212,38750.0,254400.0,496,42300.0,2356000.0,2850276.0,27776.0,-27776.0,2822500.0,11812.289999999999,73413.99,2737273.7199999997,13.5375,True
POS_005380_1767320700_9,005380,2026-01-02T11:25:00.300000,38850.0,1015,38500.0,350.0,355250.0,39432750.0,41556900.0,304,39450.0,182400.0,213,39900.0,223650.0,498,42300.0,1718100.0,2152038.0,27888.0,-27888.0,2124150.0,12148.447499999998,74802.42,2037199.1325000003,5.7346,False
POS_000660_1767571200_15,000660,2026-01-05T09:00:00.300000,16930.0,2675,16650.0,280.0,749000.0,45287750.0,44993500.0,0,0.0,0.0,0,0.0,0.0,2675,16820.0,-294250.0,-104325.0,189925.0,-189925.0,-294250.0,13542.1875,80988.3,-388780.4875,-0.5191,False
POS_005930_1767573300_17,005930,2026-01-05T09:35:00.300000,73500.0,537,72500.0,1000.0,537000.0,39469500.0,38932500.0,0,0.0,0.0,0,0.0,0.0,537,72500.0,-537000.0,-537000.0,0.0,-0.0,-537000.0,11760.3,70078.5,-618838.8,-1.1524,False
POS_005930_1767574500_19,005930,2026-01-05T09:55:00.300000,72000.0,444,70600.0,1400.0,621600.0,31968000.0,31746000.0,0,0.0,0.0,0,0.0,0.0,444,71500.0,-222000.0,-193140.0,28860.0,-28860.0,-222000.0,9557.099999999999,57142.799999999996,-288699.9,-0.4644,False
POS_459510_1767571500_16,459510,2026-01-05T09:05:00.300000,42100.0,972,41500.0,600.0,583200.0,40921200.0,41268900.0,291,42500.0,116400.0,204,43000.0,183600.0,477,42200.0,47700.0,339114.0,-8586.0,8586.0,347700.0,12328.515,74284.02,261087.46499999997,0.4477,False
POS_005930_1767577800_20,005930,2026-01-05T10:50:00.300000,72100.0,594,71600.0,500.0,297000.0,42827400.0,43375600.0,178,73200.0,195800.0,124,74000.0,235600.0,292,72500.0,116800.0,553456.0,5256.0,-5256.0,548200.0,12930.449999999999,78076.08,457193.47000000003,1.5394,False
POS_005930_1767577800_21,005930,2026-01-05T10:50:00.300000,72300.0,594,71600.0,700.0,415800.0,42946200.0,43375600.0,178,73200.0,160200.0,124,74000.0,210800.0,292,72500.0,58400.0,434656.0,5256.0,-5256.0,429400.0,12948.269999999999,78076.08,338375.64999999997,0.8138,False
POS_035420_1767573600_18,035420,2026-01-05T09:40:00.300000,55400.0,766,54800.0,600.0,459600.0,42436400.0,43670800.0,229,56100.0,160300.0,161,56700.0,209300.0,376,57700.0,864800.0,1218984.0,-15416.0,15416.0,1234400.0,12916.079999999998,78607.44,1142876.48,2.4867,False
POS_005930_1767585000_24,005930,2026-01-05T12:50:00.300000,74000.0,552,73200.0,800.0,441600.0,40848000.0,40516800.0,0,0.0,0.0,0,0.0,0.0,552,73400.0,-331200.0,35328.0,366528.0,-366528.0,-331200.0,12204.72,72930.24,-416334.95999999996,-0.9428,False
POS_005930_1767587700_25,005930,2026-01-05T13:35:00.300000,73600.0,506,71700.0,1900.0,961400.0,37241600.0,36280200.0,0,0.0,0.0,0,0.0,0.0,506,71700.0,-961400.0,-961400.0,0.0,-0.0,-961400.0,11028.27,65304.36,-1037732.63,-1.0794,False
POS_000660_1767580800_22,000660,2026-01-05T11:40:00.300000,16910.0,2471,16700.0,210.0,518910.0,41784610.0,44132130.0,741,17120.0,155610.0,519,17330.0,217980.0,1211,18540.0,1973930.0,2475886.0,128366.0,-128366.0,2347520.0,12887.510999999999,79437.834,2255194.6550000003,4.346,False
POS_000660_1767581400_23,000660,2026-01-05T11:50:00.300000,16860.0,2455,16680.0,180.0,441900.0,41391300.0,43822410.0,736,17100.0,176640.0,515,17310.0,231750.0,1204,18540.0,2022720.0,2558734.0,127624.0,-127624.0,2431110.0,12782.056499999999,78880.33799999999,2339447.6055,5.2941,False
POS_459510_1767657900_27,459510,2026-01-06T09:05:00.300000,41100.0,854,40650.0,450.0,384300.0,35099400.0,35056700.0,0,0.0,0.0,0,0.0,0.0,854,41050.0,-42700.0,97356.0,140056.0,-140056.0,-42700.0,10523.414999999999,63102.06,-116325.475,-0.3027,False
POS_459510_1767657900_28,459510,2026-01-06T09:05:00.300000,41150.0,854,40650.0,500.0,427000.0,35142100.0,35056700.0,0,0.0,0.0,0,0.0,0.0,854,41050.0,-85400.0,54656.0,140056.0,-140056.0,-85400.0,10529.82,63102.06,-159031.88,-0.3724,False
POS_005930_1767657900_26,005930,2026-01-06T09:05:00.300000,73300.0,504,72600.0,700.0,352800.0,36943200.0,37295800.0,151,74700.0,211400.0,0,0.0,0.0,353,73700.0,141200.0,363190.0,10590.0,-10590.0,352600.0,11135.849999999999,67132.44,274331.71,0.7776,False
POS_459510_1767660000_30,459510,2026-01-06T09:40:00.300000,41300.0,860,40650.0,650.0,559000.0,35518000.0,35303000.0,0,0.0,0.0,0,0.0,0.0,860,41050.0,-215000.0,-103200.0,111800.0,-111800.0,-215000.0,10623.15,63545.4,-289168.55,-0.5173,False
POS_459510_1767660000_29,459510,2026-01-06T09:40:00.300000,41200.0,860,40650.0,550.0,473000.0,35432000.0,35432000.0,0,0.0,0.0,0,0.0,0.0,860,41200.0,0.0,149640.0,149640.0,-149640.0,0.0,10629.599999999999,63777.6,-74407.2,-0.1573,False
POS_459510_1767663000_31,459510,2026-01-06T10:30:00.300000,41550.0,1009,40850.0,700.0,706300.0,41923950.0,41217650.0,0,0.0,0.0,0,0.0,0.0,1009,40850.0,-706300.0,-706300.0,0.0,-0.0,-706300.0,12471.239999999998,74191.77,-792963.01,-1.1227,False
POS_068270_1767663600_32,068270,2026-01-06T10:40:00.300000,75000.0,690,74300.0,700.0,483000.0,51750000.0,51894900.0,207,75700.0,144900.0,0,0.0,0.0,483,75000.0,0.0,144900.0,0.0,-0.0,144900.0,15546.734999999997,93410.82,35942.44499999999,0.0744,False
POS_068270_1767665100_33,068270,2026-01-06T11:05:00.300000,76000.0,552,74200.0,1800.0,993600.0,41952000.0,40958400.0,0,0.0,0.0,0,0.0,0.0,552,74200.0,-993600.0,-993600.0,0.0,-0.0,-993600.0,12436.559999999998,73725.12,-1079761.6800000002,-1.0867,False
POS_068270_1767665400_34,068270,2026-01-06T11:10:00.300000,75100.0,549,74400.0,700.0,384300.0,41229900.0,40845600.0,0,0.0,0.0,0,0.0,0.0,549,74400.0,-384300.0,-384300.0,0.0,-0.0,-384300.0,12311.324999999999,73522.08,-470133.405,-1.2234,False
POS_005930_1767667200_35,005930,2026-01-06T11:40:00.300000,74600.0,492,73200.0,1400.0,688800.0,36703200.0,36014400.0,0,0.0,0.0,0,0.0,0.0,492,73200.0,-688800.0,-688800.0,0.0,-0.0,-688800.0,10907.64,64825.92,-764533.56,-1.1099,False
POS_068270_1767669000_38,068270,2026-01-06T12:10:00.300000,74800.0,453,74200.0,600.0,271800.0,33884400.0,33612600.0,0,0.0,0.0,0,0.0,0.0,453,74200.0,-271800.0,-271800.0,0.0,-0.0,-271800.0,10124.55,60502.68,-342427.23,-1.2598,False
POS_068270_1767669000_39,068270,2026-01-06T12:10:00.300000,74900.0,453,74200.0,700.0,317100.0,33929700.0,33612600.0,0,0.0,0.0,0,0.0,0.0,453,74200.0,-317100.0,-317100.0,0.0,-0.0,-317100.0,10131.345,60502.68,-387734.02499999997,-1.2227,False
POS_068270_1767667200_36,068270,2026-01-06T11:40:00.300000,73800.0,492,73100.0,700.0,344400.0,36309600.0,36500700.0,147,75100.0,191100.0,0,0.0,0.0,345,73800.0,0.0,191100.0,0.0,-0.0,191100.0,10921.544999999998,65701.26,114477.19500000002,0.3324,False
POS_068270_1767667200_37,068270,2026-01-06T11:40:00.300000,74000.0,492,73100.0,900.0,442800.0,36408000.0,36569700.0,147,75100.0,161700.0,0,0.0,0.0,345,74000.0,0.0,161700.0,0.0,-0.0,161700.0,10946.654999999999,65825.45999999999,84927.88500000001,0.1918,False
POS_068270_1767747900_42,068270,2026-01-07T10:05:00.300000,76000.0,490,75400.0,600.0,294000.0,37240000.0,37338000.0,0,0.0,0.0,0,0.0,0.0,490,76200.0,98000.0,509600.0,411600.0,-411600.0,98000.0,11186.699999999999,67208.4,19604.90000000001,0.0667,False
POS_068270_1767747900_43,068270,2026-01-07T10:05:00.300000,76100.0,490,75400.0,700.0,343000.0,37289000.0,37338000.0,0,0.0,0.0,0,0.0,0.0,490,76200.0,49000.0,460600.0,411600.0,-411600.0,49000.0,11194.05,67208.4,-29402.449999999997,-0.0857,False
POS_459510_1767759000_45,459510,2026-01-07T13:10:00.300000,42100.0,1111,41650.0,450.0,499950.0,46773100.0,46939600.0,333,42600.0,166500.0,0,0.0,0.0,778,42100.0,0.0,166500.0,0.0,-0.0,166500.0,14056.904999999999,84491.28,67951.815,0.1359,False
POS_462310_1767761100_46,462310,2026-01-07T13:45:00.300000,52300.0,619,51300.0,1000.0,619000.0,32373700.0,32188000.0,0,0.0,0.0,0,0.0,0.0,619,52000.0,-185700.0,-50139.0,135561.0,-135561.0,-185700.0,9684.255,57938.4,-253322.655,-0.4092,False
POS_462310_1767763200_47,462310,2026-01-07T14:20:00.300000,52300.0,695,51300.0,1000.0,695000.0,36348500.0,36452500.0,208,52800.0,104000.0,0,0.0,0.0,487,52300.0,0.0,104000.0,0.0,-0.0,104000.0,10920.15,65614.5,27465.350000000006,0.0395,False
POS_459510_1767750900_44,459510,2026-01-07T10:55:00.300000,40900.0,905,40500.0,400.0,362000.0,37014500.0,38095000.0,271,41600.0,189700.0,190,42200.0,247000.0,444,42350.0,643800.0,1070288.0,-10212.0,10212.0,1080500.0,11266.425,68571.0,1000662.575,2.7643,False
POS_068270_1767744000_40,068270,2026-01-07T09:00:00.300000,75300.0,535,74900.0,400.0,214000.0,40285500.0,41804900.0,160,76800.0,240000.0,112,77800.0,280000.0,263,79100.0,999400.0,1548330.0,28930.0,-28930.0,1519400.0,12313.56,75248.82,1431837.6199999999,6.6908,False
POS_068270_1767744000_41,068270,2026-01-07T09:00:00.300000,75400.0,535,74900.0,500.0,267500.0,40339000.0,41804900.0,160,76800.0,224000.0,112,77800.0,268800.0,263,79100.0,973100.0,1494830.0,28930.0,-28930.0,1465900.0,12321.585,75248.82,1378329.595,5.1526,False
POS_462310_1767831000_48,462310,2026-01-08T09:10:00.300000,53000.0,692,52900.0,100.0,69200.0,36676000.0,37284600.0,207,54300.0,269100.0,0,0.0,0.0,485,53700.0,339500.0,600840.0,-7760.0,7760.0,608600.0,11094.09,67112.28,530393.63,7.6646,False
POS_462310_1767832800_49,462310,2026-01-08T09:40:00.300000,53600.0,793,53000.0,600.0,475800.0,42504800.0,42670700.0,237,54300.0,165900.0,0,0.0,0.0,556,53600.0,0.0,165900.0,0.0,-0.0,165900.0,12776.324999999999,76807.26,76316.415,0.1604,False
POS_462310_1767834600_50,462310,2026-01-08T10:10:00.300000,54500.0,702,53800.0,700.0,491400.0,38259000.0,37767600.0,0,0.0,0.0,0,0.0,0.0,702,53800.0,-491400.0,-491400.0,0.0,-0.0,-491400.0,11403.989999999998,67981.68,-570785.6699999999,-1.1615,False
POS_459510_1767836700_52,459510,2026-01-08T10:45:00.300000,42200.0,1110,41200.0,1000.0,1110000.0,46842000.0,46825350.0,333,42150.0,-16650.0,0,0.0,0.0,777,42200.0,0.0,-16650.0,0.0,-0.0,-16650.0,14050.102499999999,84285.63,-114985.73250000001,-0.1036,False
POS_462310_1767836100_51,462310,2026-01-08T10:35:00.300000,53700.0,791,52900.0,800.0,632800.0,42476700.0,42777800.0,237,54200.0,118500.0,166,54800.0,182600.0,388,53700.0,0.0,301100.0,0.0,-0.0,301100.0,12788.175,77000.04000000001,211311.785,0.3339,False
POS_462310_1767837000_53,462310,2026-01-08T10:50:00.300000,53900.0,693,53500.0,400.0,277200.0,37352700.0,37559700.0,207,54900.0,207000.0,0,0.0,0.0,486,53900.0,0.0,207000.0,0.0,-0.0,207000.0,11236.859999999999,67607.45999999999,128155.68000000002,0.4623,False
POS_462310_1767837000_54,462310,2026-01-08T10:50:00.300000,54000.0,693,53500.0,500.0,346500.0,37422000.0,37608300.0,207,54900.0,186300.0,0,0.0,0.0,486,54000.0,0.0,186300.0,0.0,-0.0,186300.0,11254.544999999998,67694.94,107350.51500000001,0.3098,False
POS_459510_1767851700_55,459510,2026-01-08T14:55:00.300000,42450.0,925,41650.0,800.0,740000.0,39266250.0,39035000.0,0,0.0,0.0,0,0.0,0.0,925,42200.0,-231250.0,73075.0,304325.0,-304325.0,-231250.0,11745.187499999998,70263.0,-313258.1875,-0.4233,False
POS_459510_1767917700_56,459510,2026-01-09T09:15:00.300000,42100.0,1007,41650.0,450.0,453150.0,42394700.0,44585450.0,302,42650.0,166100.0,211,43150.0,221550.0,494,45750.0,1803100.0,2197172.0,6422.0,-6422.0,2190750.0,13047.0225,80253.81,2097449.1675,4.6286,False
POS_459510_1767917700_57,459510,2026-01-09T09:15:00.300000,42200.0,1007,41650.0,550.0,553850.0,42495400.0,44585450.0,302,42650.0,135900.0,211,43150.0,200450.0,494,45750.0,1753700.0,2096472.0,6422.0,-6422.0,2090050.0,13062.127499999999,80253.81,1996734.0625,3.6052,False
